ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,region,facility_squash_court,facility_swimming_pool,facility_multipurpose_hall,facility_club_house,facility_10,facility_11,facility_tennis_court,facility_gymnasium,facility_parking,facility_minimart,facility_security,facility_lift,facility_jogging_track,facility_playground,facility_barbeque_area,facility_sauna,additional_,additional_cooking_allowed,additional_internet,additional_air-cond,additional_washing_machine,additional_near_ktm/lrt,price_per_sqft,property_age,size_category
100264279,Pearl Suria,2016.0,2000.0,Old Klang Road,Condominium,2.0,1.0,2.0,892.0,Fully Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,2.242152466367713,8.0,Medium
100264019,Kiara Residence 2,2017.0,2000.0,Bukit Jalil,Condominium,3.0,1.0,2.0,1100.0,Partially Furnished,Kuala Lumpur,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1.8181818181818181,7.0,Large
100264059,Bayu Tasik 1,1999.0,1200.0,Cheras,Condominium,3.0,1.0,2.0,920.0,Partially Furnished,Kuala Lumpur,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1.3043478260869565,25.0,Medium
100264211,Putra Villa,2007.0,1800.0,Setapak,Condominium,3.0,1.0,2.0,1076.0,Fully Furnished,Kuala Lumpur,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1.6728624535315986,17.0,Large
100264189,Residensi Rampai,2016.0,1800.0,Setapak,Condominium,3.0,1.0,2.0,850.0,Fully Furnished,Kuala Lumpur,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2.1176470588235294,8.0,Medium
100263823,Residensi KepongMas,2020.0,1100.0,Kepong,Apartment,3.0,2.0,2.0,800.0,Not Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.375,4.0,Medium
99886554,Majestic Maxim,2021.0,1300.0,Cheras,Service Residence,2.0,1.0,2.0,650.0,Partially Furnished,Kuala Lumpur,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,2.0,3.0,Medium
100263773,Desa Tasik,2017.0,850.0,Bandar Tasik Selatan,Apartment,2.0,1.0,2.0,700.0,Partially Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2142857142857142,7.0,Medium
100263813,Aman Dua,2017.0,1000.0,Kepong,Apartment,3.0,1.0,2.0,850.0,Partially Furnished,Kuala Lumpur,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1.1764705882352942,7.0,Medium
100263796,Residensi Kepongmas 2,2021.0,1400.0,Kepong,Apartment,3.0,1.0,2.0,800.0,Partially Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1.75,3.0,Medium
100263979,,2017.0,1700.0,KL City,Service Residence,1.0,1.0,1.0,550.0,Fully Furnished,Kuala Lumpur,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,3.090909090909091,7.0,Medium
100263978,3 Residen,2010.0,2800.0,Taman Melawati,Condominium,3.0,2.0,2.0,850.0,Fully Furnished,Kuala Lumpur,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,3.2941176470588234,14.0,Medium
100263947,Teratai Mewah Apartment,2017.0,1000.0,Setapak,Apartment,3.0,1.0,1.0,653.0,Partially Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1.5313935681470139,7.0,Medium
100263914,Danau Idaman,2000.0,1700.0,Taman Desa,Condominium,3.0,1.0,2.0,910.0,Fully Furnished,Kuala Lumpur,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1.8681318681318682,24.0,Medium
100263883,Residensi Kepongmas 2,2021.0,1200.0,Kepong,Apartment,3.0,1.0,2.0,800.0,Not Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1.5,3.0,Medium
100263865,Residensi Rampai II,2021.0,2000.0,Setapak,Apartment,4.0,2.0,2.0,960.0,Fully Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,2.0833333333333335,3.0,Medium
99589900,Sentul Village Mercury Service Apartment,2017.0,1600.0,Sentul,Service Residence,3.0,1.0,2.0,948.0,Partially Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1.6877637130801688,7.0,Medium
100006933,PV9 Residences @ Taman Melati,2022.0,2500.0,Setapak,Service Residence,3.0,1.0,2.0,1100.0,Partially Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,2.272727272727273,2.0,Large
99406549,Astana Lumayan,2013.0,1500.0,Cheras,Service Residence,4.0,1.0,2.0,1200.0,Partially Furnished,Kuala Lumpur,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1.25,11.0,Large
100263328,Kenari Apartment (Taman Melati),2017.0,1599.0,Setapak,Apartment,3.0,1.0,2.0,900.0,Partially Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7766666666666666,7.0,Medium
100263618,Desa Dua Aman Puri,1990.0,800.0,Kepong,Apartment,3.0,1.0,2.0,850.0,Not Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0.9411764705882353,34.0,Medium
99864229,One Residences,2017.0,2200.0,Sungai Besi,Service Residence,2.0,1.0,2.0,888.0,Fully Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,2.4774774774774775,7.0,Medium
100263527,Midah Ria Flat,2017.0,900.0,Cheras,Flat,2.0,1.0,1.0,560.0,Not Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6071428571428572,7.0,Medium
100263518,Nusa Mewah Villa Condominium,2014.0,1200.0,Cheras,Condominium,3.0,1.0,2.0,865.0,Partially Furnished,Kuala Lumpur,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1.3872832369942196,10.0,Medium
100263490,KL Traders Square Residences,2019.0,1800.0,Gombak,Service Residence,4.0,1.0,2.0,918.0,Fully Furnished,Kuala Lumpur,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1.9607843137254901,5.0,Medium
100263486,Tuan Residency,2017.0,1500.0,Jalan Kuching,Service Residence,3.0,1.0,2.0,879.0,Partially Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1.7064846416382253,7.0,Medium
100206733,M Vertica,2023.0,2400.0,Cheras,Condominium,3.0,2.0,2.0,850.0,Fully Furnished,Kuala Lumpur,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,2.823529411764706,1.0,Medium
98144783,M Centura,2021.0,1800.0,Sentul,Service Residence,3.0,1.0,2.0,850.0,Fully Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2.1176470588235294,3.0,Medium
96551048,Taman Oug Parklane,2017.0,1200.0,OUG,Condominium,3.0,1.0,2.0,950.0,Partially Furnished,Kuala Lumpur,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1.263157894736842,7.0,Medium
100262946,Taman Oug Parklane,2017.0,1250.0,Old Klang Road,Apartment,3.0,1.0,2.0,950.0,Partially Furnished,Kuala Lumpur,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1.3157894736842106,7.0,Medium
98144113,The Henge Kepong,2019.0,2200.0,Kepong,Condominium,3.0,2.0,2.0,1100.0,Fully Furnished,Kuala Lumpur,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,2.0,5.0,Large
93170604,Vista Angkasa,2017.0,1300.0,Bangsar South,Apartment,2.0,1.0,2.0,600.0,Not Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1666666666666665,7.0,Medium
100263053,Tiara Mutiara 2,2017.0,1500.0,Old Klang Road,Service Residence,3.0,1.0,2.0,807.0,Partially Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1.858736059479554,7.0,Medium
99860738,Arte Plus Jalan Ampang,2018.0,1500.0,Ampang,Service Residence,1.0,1.0,1.0,550.0,Fully Furnished,Kuala Lumpur,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,2.727272727272727,6.0,Medium
100262680,Sky Awani 3,2017.0,1600.0,Setapak,Condominium,3.0,1.0,2.0,800.0,Partially Furnished,Kuala Lumpur,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,2.0,7.0,Medium
100262359,The Holmes,2017.0,2000.0,Cheras,Condominium,3.0,2.0,2.0,1018.0,Fully Furnished,Kuala Lumpur,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1.9646365422396856,7.0,Large
100262367,Flexus Signature Suites,2017.0,1400.0,Jalan Kuching,Others,1.0,1.0,1.0,563.0,Fully Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,2.4866785079928952,7.0,Medium
100262395,Desa Satu,2017.0,700.0,Kepong,Apartment,3.0,1.0,2.0,650.0,Partially Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1.0769230769230769,7.0,Medium
100182400,One Maxim,2020.0,1500.0,Sentul,Service Residence,3.0,1.0,2.0,819.0,Partially Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1.8315018315018314,4.0,Medium
100262644,Royal Regent (Sri Putramas 3),2013.0,1900.0,Jalan Kuching,Condominium,3.0,1.0,2.0,1100.0,Fully Furnished,Kuala Lumpur,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1.7272727272727273,11.0,Large
100262299,Prisma Cheras,2017.0,1300.0,Cheras,Condominium,3.0,1.0,2.0,1152.0,Partially Furnished,Kuala Lumpur,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1.1284722222222223,7.0,Large
100262279,The Forum,1993.0,2800.0,KL City,Condominium,3.0,1.0,2.0,1450.0,Partially Furnished,Kuala Lumpur,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1.9310344827586208,31.0,Large
100262468,Sofiya Residences,2017.0,2200.0,Desa ParkCity,Condominium,3.0,1.0,2.0,862.0,Fully Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.5522041763341066,7.0,Medium
98283878,Putra Villa,2007.0,2000.0,Setapak,Condominium,3.0,1.0,2.0,1066.0,Fully Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1.876172607879925,17.0,Large
100069133,Flexus Signature Suites,2017.0,1200.0,Jalan Kuching,Studio,1.0,1.0,1.0,563.0,Partially Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,2.1314387211367674,7.0,Medium
99759798,Flexus Signature Suites,2017.0,1500.0,Jalan Kuching,Others,1.0,1.0,1.0,563.0,Fully Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,2.664298401420959,7.0,Medium
100048972,Platinum Splendor Residensi Semarak,2020.0,1700.0,Keramat,Condominium,4.0,1.0,2.0,1184.0,Partially Furnished,Kuala Lumpur,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1.4358108108108107,4.0,Large
99958286,Putra Villa,2007.0,1800.0,Setapak,Condominium,3.0,1.0,2.0,1075.0,Partially Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6744186046511629,17.0,Large
100262048,Residensi Suria Pantai,2020.0,1100.0,Pantai,Apartment,3.0,2.0,2.0,810.0,Not Furnished,Kuala Lumpur,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1.3580246913580247,4.0,Medium
100181987,Putra Ria Apartment,2017.0,2100.0,Bangsar,Apartment,3.0,1.0,2.0,650.0,Fully Furnished,Kuala Lumpur,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3.230769230769231,7.0,Medium
99717737,Plaza Medan Putra,2017.0,1600.0,Kepong,Service Residence,4.0,1.0,2.0,960.0,Fully Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1.6666666666666667,7.0,Medium
100261895,Warisan City View,2005.0,1800.0,Cheras,Condominium,3.0,1.0,2.0,920.0,Partially Furnished,Kuala Lumpur,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1.9565217391304348,19.0,Medium
100261646,Tiara Faber,2017.0,1200.0,Taman Desa,Condominium,3.0,2.0,2.0,1200.0,Partially Furnished,Kuala Lumpur,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1.0,7.0,Large
100261644,OBD Garden Tower,1993.0,1800.0,Taman Desa,Condominium,2.0,1.0,2.0,1200.0,Fully Furnished,Kuala Lumpur,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1.5,31.0,Large
99307141,Axis Residence,2010.0,1350.0,Ampang,Service Residence,1.0,1.0,1.0,550.0,Partially Furnished,Kuala Lumpur,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,2.4545454545454546,14.0,Medium
100261597,Axis Residence,2010.0,1350.0,Ampang,Service Residence,1.0,1.0,1.0,540.0,Fully Furnished,Kuala Lumpur,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,2.5,14.0,Medium
100261556,Bayu Tasik 1,1999.0,1600.0,Cheras,Condominium,3.0,1.0,2.0,950.0,Partially Furnished,Kuala Lumpur,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1.6842105263157894,25.0,Medium
100261527,Sofiya Residences,2017.0,1700.0,Desa ParkCity,Condominium,3.0,1.0,2.0,862.0,Partially Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.9721577726218098,7.0,Medium
100261481,Sky Awani Residensi,2017.0,1700.0,Sentul,Condominium,3.0,1.0,2.0,800.0,Fully Furnished,Kuala Lumpur,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,2.125,7.0,Medium
100171472,Residensi Desa Sentralmas (Taman Desa),2017.0,1800.0,Taman Desa,Condominium,3.0,1.0,2.0,850.0,Fully Furnished,Kuala Lumpur,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,2.1176470588235294,7.0,Medium
100088037,Queensville,2017.0,1700.0,Cheras,Condominium,1.0,2.0,1.0,580.0,Fully Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9310344827586206,7.0,Medium
100260916,Desa Permai,2017.0,1600.0,Taman Desa,Condominium,3.0,1.0,2.0,1160.0,Fully Furnished,Kuala Lumpur,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1.3793103448275863,7.0,Large
97970929,The Harz,2017.0,2100.0,Kepong,Condominium,3.0,2.0,2.0,1216.0,Fully Furnished,Kuala Lumpur,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1.7269736842105263,7.0,Large
100260988,Putra Majestik,2008.0,1800.0,Jalan Ipoh,Condominium,3.0,2.0,2.0,1015.0,Fully Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7733990147783252,16.0,Large
99779270,Residensi Alam Damai (PR1MA @ Alam Damai),2017.0,1300.0,Cheras,Apartment,2.0,1.0,1.0,657.0,Fully Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1.97869101978691,7.0,Medium
98822776,Enesta,2021.0,1500.0,Kepong,Service Residence,3.0,1.0,2.0,980.0,Partially Furnished,Kuala Lumpur,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1.530612244897959,3.0,Medium
98792231,Enesta,2021.0,2100.0,Kepong,Service Residence,3.0,1.0,2.0,1460.0,Partially Furnished,Kuala Lumpur,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1.4383561643835616,3.0,Large
99739842,Unio Residence,2021.0,2000.0,Kepong,Apartment,2.0,2.0,2.0,866.0,Fully Furnished,Kuala Lumpur,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,2.3094688221709005,3.0,Medium
98793108,Enesta,2021.0,1550.0,Kepong,Service Residence,3.0,1.0,2.0,980.0,Partially Furnished,Kuala Lumpur,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1.5816326530612246,3.0,Medium
100212170,Residensi Metro Kepong,2023.0,1000.0,Kepong,Apartment,3.0,1.0,2.0,1000.0,Partially Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,Large
100156869,Bennington Residences @ SkyArena,2019.0,3000.0,Setapak,Condominium,3.0,2.0,2.0,1200.0,Fully Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5.0,Large
100260545,City Gardens,2017.0,2200.0,Bukit Bintang,Condominium,3.0,1.0,2.0,1280.0,Fully Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.71875,7.0,Large
100260488,Tuan Residency,2017.0,1900.0,Jalan Kuching,Service Residence,3.0,1.0,2.0,805.0,Fully Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.360248447204969,7.0,Medium
100260532,Ketumbar Heights,2010.0,1300.0,Cheras,Condominium,3.0,1.0,2.0,755.0,Fully Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7218543046357615,14.0,Medium
100260709,Jalil Damai,2017.0,1500.0,Bukit Jalil,Apartment,3.0,1.0,2.0,1115.0,Fully Furnished,Kuala Lumpur,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1.345291479820628,7.0,Large
100260413,Teratak Muhibbah,1998.0,1000.0,Taman Desa,Apartment,3.0,1.0,2.0,650.0,Not Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1.5384615384615385,26.0,Medium
100260403,"SkyAwani 3 Residence, Setapak",2021.0,1600.0,Setapak,Condominium,3.0,1.0,2.0,805.0,Partially Furnished,Kuala Lumpur,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1.9875776397515528,3.0,Medium
100260434,Sri Ledang,2017.0,1500.0,Wangsa Maju,Condominium,4.0,1.0,2.0,1100.0,Partially Furnished,Kuala Lumpur,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1.3636363636363635,7.0,Large
98643303,,2017.0,1100.0,Sentul,Apartment,3.0,1.0,2.0,838.0,Not Furnished,Kuala Lumpur,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1.3126491646778042,7.0,Medium
99638683,Parc 3,2021.0,2800.0,Cheras,Service Residence,3.0,1.0,2.0,931.0,Fully Furnished,Kuala Lumpur,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,3.007518796992481,3.0,Medium
99864838,The Havre @ Bukit Jalil,2020.0,2450.0,Bukit Jalil,Condominium,3.0,1.0,2.0,1240.0,Fully Furnished,Kuala Lumpur,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1.9758064516129032,4.0,Large
100167717,Residensi Wangsa Meranti,2018.0,1400.0,Setapak,Condominium,3.0,1.0,2.0,850.0,Partially Furnished,Kuala Lumpur,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1.6470588235294117,6.0,Medium
100260424,Mesra Villa @ Pandan Mesra,2007.0,1300.0,Ampang,Apartment,3.0,1.0,2.0,871.0,Partially Furnished,Kuala Lumpur,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1.492537313432836,17.0,Medium
100051401,Taman Pusat Kepong Shop Apartment,2017.0,900.0,Kepong,Apartment,3.0,1.0,2.0,947.0,Not Furnished,Kuala Lumpur,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.9503695881731784,7.0,Medium
100260080,Desa Satu,2017.0,650.0,Kepong,Apartment,3.0,1.0,2.0,650.0,Not Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1.0,7.0,Medium
100260288,M Centura,2021.0,1850.0,Sentul,Service Residence,3.0,1.0,2.0,850.0,Partially Furnished,Kuala Lumpur,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,2.176470588235294,3.0,Medium
100260240,Sri Lempah,2017.0,700.0,Old Klang Road,Flat,2.0,1.0,1.0,560.0,Partially Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.25,7.0,Medium
97146738,,2017.0,1400.0,Bukit Jalil,Condominium,3.0,1.0,2.0,1222.0,Fully Furnished,Kuala Lumpur,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1.1456628477905073,7.0,Large
90348554,,2017.0,2700.0,Mont Kiara,Condominium,2.0,2.0,1.0,821.0,Fully Furnished,Kuala Lumpur,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3.2886723507917175,7.0,Medium
100034755,Rivercity Condominium,2017.0,1300.0,Jalan Ipoh,Condominium,3.0,1.0,2.0,1275.0,Partially Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1.0196078431372548,7.0,Large
99505031,Dorchester,2003.0,1100.0,Sri Hartamas,Service Residence,1.0,1.0,1.0,410.0,Fully Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,2.682926829268293,21.0,Small
99491862,Inspirasi,2017.0,3000.0,Mont Kiara,Condominium,3.0,2.0,2.0,940.0,Fully Furnished,Kuala Lumpur,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3.1914893617021276,7.0,Medium
100259657,Mizumi Residences,2020.0,2100.0,Kepong,Service Residence,3.0,2.0,2.0,932.0,Fully Furnished,Kuala Lumpur,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,2.2532188841201717,4.0,Medium
100259669,Emerald Hills,2025.0,2300.0,Cheras,Condominium,2.0,1.0,2.0,893.0,Fully Furnished,Kuala Lumpur,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,2.5755879059350506,-1.0,Medium
100259701,Pelangi Indah,2003.0,1000.0,Jalan Ipoh,Condominium,3.0,1.0,2.0,869.0,Not Furnished,Kuala Lumpur,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1.1507479861910241,21.0,Medium
100259564,Flat Pandan Jaya,2017.0,800.0,Pandan Jaya,Flat,2.0,1.0,1.0,480.0,Not Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.6666666666666667,7.0,Small
100259617,Enesta,2021.0,1800.0,Kepong,Service Residence,3.0,2.0,2.0,1227.0,Partially Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.466992665036675,3.0,Large
100023854,Desa Satu,2017.0,600.0,Kepong,Apartment,3.0,1.0,2.0,650.0,Not Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.9230769230769231,7.0,Medium
100259735,Emerald Hills,2025.0,2300.0,Cheras,Condominium,4.0,2.0,2.0,893.0,Fully Furnished,Kuala Lumpur,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,2.5755879059350506,-1.0,Medium
99844648,Sri Kenangan,2017.0,2500.0,Wangsa Maju,Condominium,4.0,1.0,2.0,1184.0,Partially Furnished,Kuala Lumpur,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,2.1114864864864864,7.0,Large
100259594,Impiana Sky Residensi,2021.0,1300.0,Bukit Jalil,Apartment,3.0,1.0,2.0,850.0,Partially Furnished,Kuala Lumpur,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1.5294117647058822,3.0,Medium
99658785,PV9 Residences @ Taman Melati,2022.0,1999.0,Setapak,Service Residence,3.0,1.0,2.0,850.0,Fully Furnished,Kuala Lumpur,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,2.3517647058823528,2.0,Medium
100259476,The Era,2021.0,2300.0,Segambut,Service Residence,2.0,1.0,2.0,893.0,Fully Furnished,Kuala Lumpur,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,2.5755879059350506,3.0,Medium
100200033,Estana Court,2017.0,1600.0,Ampang,Apartment,3.0,1.0,2.0,850.0,Partially Furnished,Kuala Lumpur,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1.8823529411764706,7.0,Medium
100259228,Residensi Hijauan Lumayan,2018.0,1600.0,Sungai Besi,Apartment,3.0,1.0,2.0,1035.0,Fully Furnished,Kuala Lumpur,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1.5458937198067633,6.0,Large
100259401,The Henge Kepong,2019.0,2100.0,Kepong,Condominium,3.0,2.0,2.0,1100.0,Fully Furnished,Kuala Lumpur,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1.9090909090909092,5.0,Large
